Course Name,Student ID,First Name,Last Name,Katz School Major,GPA,Graduation Semester,Country of Origin,Languages,Undergraduate Major,Age at Graduation,Years of Experience,Location,Job Decription,Course #
Fall-2017: Complex Systems: Financial Time Series Analysis,8112831315,Hatter,Liz,Data Analytics and Visualization,2.95,Spring-2019,China,Mandarin,Computer Science,25,4.5,"Los Angeles, CA",Big Data Architect,Course3
Fall-2017: Complex Systems: Financial Time Series Analysis,8265025887,Rolen,David,Data Analytics and Visualization,2.65,Fall-2017,Other,F,Computer Science,25,3.0,"New York, NY",Business Intelligence (BI) Developer,Course10
Fall-2017: Complex Systems: Financial Time Series Analysis,9960941997,Milburn,John,Data Analytics and Visualization,3.11,Spring-2018,USA,Spanish,Mathematics,23,1.0,"New York, NY",Machine Learning Engineer,Course9
Fall-2017: Computational Statistics and Probability,3078414524,Canela,John,Artificial Intelligence,4.0,Fall-2018,Pakistan,Punjabi,Engineering,23,1.5,"New York, NY",Entry Business Systems Analyst,Course5
Fall-2017: Computational Statistics and Probability,4172304209,Benincase,Edward,Artificial Intelligence,3.16,Spring-2018,China,Mandarin,Mathematics,25,3.5,"New York, NY",Database Administrator - Entry,Course7
Fall-2017: Computational Statistics and Probability,8283215692,Collins,Tom,Artificial Intelligence,3.69,Fall-2017,India,Hindi,Engineering,23,2.0,"New York, NY",Database Administrator - Entry,Course11
Fall-2017: DAV 5000 Business Modeling and Data Analysis,1394941761,Gray,Fabian,Data Analytics and Visualization,3.09,Spring-2019,USA,Spanish,Health Sciences,24,3.5,"New York, NY",Business Intelligence (BI) Developer,Course2
Fall-2017: DAV 5000 Business Modeling and Data Analysis,2389610439,Stokes,Virgil,Data Analytics and Visualization,3.56,Spring-2019,China,Mandarin,Computer Science,24,2.0,"Bridgeport, CT",Entry Business Systems Analyst,Course2
Fall-2017: DAV 5000 Business Modeling and Data Analysis,2634724512,Heppler,Tyler,Data Analytics and Visualization,2.97,Spring-2018,China,Mandarin,Engineering,31,9.0,"New York, NY",Database Administrator - Entry,Course8
Fall-2017: DAV 5000 Business Modeling and Data Analysis,3374693293,Farmer,Timothy,Data Analytics and Visualization,3.15,Spring-2018,Other,P,Other,23,2.5,"New York, NY",Big Data Architect,Course7
Fall-2017: DAV 5000 Business Modeling and Data Analysis,6295538694,Mcgibney,Marilyn,Data Analytics and Visualization,3.58,Spring-2018,China,Mandarin,Health Sciences,24,3.0,"New York, NY",Machine Learning Engineer,Course9
Fall-2017: DAV 5000 Business Modeling and Data Analysis,6796236330,Burns,Mildred,Data Analytics and Visualization,3.81,Fall-2018,USA,English,Computer Science,23,1.5,"New York, NY",Data Scientist I,Course5
Fall-2017: DAV 5000 Business Modeling and Data Analysis,7007065989,Chiarello,Jacqueline,Data Analytics and Visualization,2.58,Spring-2018,China,Wu,Mathematics,33,11.0,"New York, NY",Machine Learning Engineer,Course9
Fall-2017: DAV 5000 Business Modeling and Data Analysis,9960941997,Milburn,John,Data Analytics and Visualization,3.11,Spring-2018,USA,Spanish,Mathematics,23,1.0,"New York, NY",Machine Learning Engineer,Course8
Fall-2017: DAV 5100 Structured Data Management,1394941761,Gray,Fabian,Data Analytics and Visualization,3.09,Spring-2019,USA,Spanish,Health Sciences,24,3.5,"New York, NY",Business Intelligence (BI) Developer,Course3
Fall-2017: DAV 5100 Structured Data Management,1654916649,Tiry,Tressie,Data Analytics and Visualization,3.27,Fall-2017,China,Cantonese,Engineering,24,2.5,"Woodbridge, NJ",Entry Business Systems Analyst,Course10
Fall-2017: DAV 5100 Structured Data Management,4431701095,Clark,Cyril,Data Analytics and Visualization,2.89,Spring-2019,USA,English,Other,23,2.5,"New York, NY",Entry Business Systems Analyst,Course3
Fall-2017: DAV 5100 Structured Data Management,4540549979,Wayne,Lillie,Data Analytics and Visualization,3.54,Fall-2017,China,Mandarin,Engineering,26,4.0,"New York, NY",Entry Data Analyst,Course11
Fall-2017: DAV 5100 Structured Data Management,6999427840,Vanalstyne,Tobi,Data Analytics and Visualization,3.45,Spring-2019,USA,English,Other,26,5.5,"New York, NY",Machine Learning Engineer,Course2
Fall-2017: DAV 5100 Structured Data Management,7186511257,Anderson,Johnny,Data Analytics and Visualization,3.39,Fall-2018,India,Gujarati,Computer Science,33,11.5,"New York, NY",Machine Learning Engineer,Course4
Fall-2017: DAV 5100 Structured Data Management,7187559044,Pagan,Ashley,Data Analytics and Visualization,4.0,Fall-2018,Pakistan,Punjabi,Mathematics,24,2.0,"New York, NY",Machine Learning Engineer,Course6
Fall-2017: DAV 5100 Structured Data Management,7650358264,Velazquez,Maira,Data Analytics and Visualization,3.84,Fall-2017,USA,English,Computer Science,28,6.0,"Chicago, IL",Big Data Architect,Course10
Fall-2017: DAV 5200 Visual Design and Storytelling,6796236330,Burns,Mildred,Data Analytics and Visualization,3.81,Fall-2018,USA,English,Computer Science,23,1.5,"New York, NY",Data Scientist I,Course6
Fall-2017: DAV 5200 Visual Design and Storytelling,9016952358,Upton,Glenda,Data Analytics and Visualization,3.74,Spring-2018,China,Mandarin,Mathematics,27,6.0,"Chicago, IL",Entry Data Analyst,Course9
Fall-2017: DAV 5200 Visual Design and Storytelling,9052700276,Fontenot,Richard,Data Analytics and Visualization,3.26,Fall-2018,China,Mandarin,Computer Science,24,3.5,"San Francisco, CA",Database Administrator - Entry,Course6
Fall-2017: DAV 5300 Computational Math and Statistics,1313020897,Jones,Jose,Data Analytics and Visualization,3.88,Spring-2018,India,Malayalam,Other,23,2.5,"New York, NY",Data Architect I,Course9
Fall-2017: DAV 5300 Computational Math and Statistics,2634724512,Heppler,Tyler,Data Analytics and Visualization,2.97,Spring-2018,China,Mandarin,Engineering,31,9.0,"New York, NY",Database Administrator - Entry,Course9
Fall-2017: DAV 5300 Computational Math and Statistics,5784742934,Wheat,Emmanuel,Data Analytics and Visualization,3.4,Fall-2017,China,Cantonese,Computer Science,26,5.0,"New York, NY",UX Design Intern,Course11
Fall-2017: DAV 5300 Computational Math and Statistics,6295538694,Mcgibney,Marilyn,Data Analytics and Visualization,3.58,Spring-2018,China,Mandarin,Health Sciences,24,3.0,"New York, NY",Machine Learning Engineer,Course7
Fall-2017: DAV 5300 Computational Math and Statistics,7187559044,Pagan,Ashley,Data Analytics and Visualization,4.0,Fall-2018,Pakistan,Punjabi,Mathematics,24,2.0,"New York, NY",Machine Learning Engineer,Course4
Fall-2017: DAV 5300 Computational Math and Statistics,9016952358,Upton,Glenda,Data Analytics and Visualization,3.74,Spring-2018,China,Mandarin,Mathematics,27,6.0,"Chicago, IL",Entry Data Analyst,Course8
Fall-2017: DAV 5300 Computational Math and Statistics,9052700276,Fontenot,Richard,Data Analytics and Visualization,3.26,Fall-2018,China,Mandarin,Computer Science,24,3.5,"San Francisco, CA",Database Administrator - Entry,Course4
Fall-2017: DAV 5400 Analytics Programming,1168340921,Young,Jesse,Data Analytics and Visualization,2.92,Fall-2017,China,Mandarin,Health Sciences,23,1.5,"New York, NY",Entry Level Python Developer,Course12
Fall-2017: DAV 5400 Analytics Programming,1654916649,Tiry,Tressie,Data Analytics and Visualization,3.27,Fall-2017,China,Cantonese,Engineering,24,2.5,"Woodbridge, NJ",Entry Business Systems Analyst,Course11
Fall-2017: DAV 5400 Analytics Programming,2389610439,Stokes,Virgil,Data Analytics and Visualization,3.56,Spring-2019,China,Mandarin,Computer Science,24,2.0,"Bridgeport, CT",Entry Business Systems Analyst,Course1
Fall-2017: DAV 5400 Analytics Programming,2537654113,Fleming,Courtney,Data Analytics and Visualization,3.73,Spring-2019,USA,Spanish,Computer Science,23,1.5,"New York, NY",Entry Business Systems Analyst,Course1
Fall-2017: DAV 5400 Analytics Programming,3850838904,Fisher,Fred,Data Analytics and Visualization,3.9,Spring-2019,USA,English,Computer Science,29,7.0,"New York, NY",Machine Learning Engineer,Course2
Fall-2017: DAV 5400 Analytics Programming,4137997909,Quagliano,Junior,Data Analytics and Visualization,3.81,Spring-2019,Pakistan,Sindhi,Computer Science,25,3.5,"New York, NY",Entry Data Analyst,Course1
Fall-2017: DAV 5400 Analytics Programming,6295538694,Mcgibney,Marilyn,Data Analytics and Visualization,3.58,Spring-2018,China,Mandarin,Health Sciences,24,3.0,"New York, NY",Machine Learning Engineer,Course8
Fall-2017: DAV 5400 Analytics Programming,7186511257,Anderson,Johnny,Data Analytics and Visualization,3.39,Fall-2018,India,Gujarati,Computer Science,33,11.5,"New York, NY",Machine Learning Engineer,Course6
Fall-2017: DAV 5400 Analytics Programming,7650358264,Velazquez,Maira,Data Analytics and Visualization,3.84,Fall-2017,USA,English,Computer Science,28,6.0,"Chicago, IL",Big Data Architect,Course12
Fall-2017: DAV 5400 Analytics Programming,8265025887,Rolen,David,Data Analytics and Visualization,2.65,Fall-2017,Other,F,Computer Science,25,3.0,"New York, NY",Business Intelligence (BI) Developer,Course11
Fall-2017: DAV 6000 Talent Analytics,4137997909,Quagliano,Junior,Data Analytics and Visualization,3.81,Spring-2019,Pakistan,Sindhi,Computer Science,25,3.5,"New York, NY",Entry Data Analyst,Course3
Fall-2017: DAV 6000 Talent Analytics,4540549979,Wayne,Lillie,Data Analytics and Visualization,3.54,Fall-2017,China,Mandarin,Engineering,26,4.0,"New York, NY",Entry Data Analyst,Course12
Fall-2017: DAV 6050 Data-Driven Organizations,4368660602,Robbins,Brian,Data Analytics and Visualization,3.15,Spring-2018,China,Mandarin,Mathematics,24,2.5,"Woodbridge, NJ",Data Architect I,Course9
Fall-2017: DAV 6050 Data-Driven Organizations,8265025887,Rolen,David,Data Analytics and Visualization,2.65,Fall-2017,Other,F,Computer Science,25,3.0,"New York, NY",Business Intelligence (BI) Developer,Course12
Fall-2017: DAV 6100 Information Architectures,4020243550,Hyatt,Livia,Artificial Intelligence,3.84,Fall-2018,India,Hindi,Health Sciences,24,3.5,"New York, NY",Entry Business Systems Analyst,Course5
Fall-2017: DAV 6100 Information Architectures,4540549979,Wayne,Lillie,Data Analytics and Visualization,3.54,Fall-2017,China,Mandarin,Engineering,26,4.0,"New York, NY",Entry Data Analyst,Course10
Fall-2017: DAV 6150 Data Science,6699991667,Grant,Kristopher,Artificial Intelligence,3.48,Fall-2018,USA,English,Mathematics,27,6.0,"New York, NY",Entry Business Systems Analyst,Course5
Fall-2017: DAV 6200 Data Product Design,2634724512,Heppler,Tyler,Data Analytics and Visualization,2.97,Spring-2018,China,Mandarin,Engineering,31,9.0,"New York, NY",Database Administrator - Entry,Course7
Fall-2017: DAV 6200 Data Product Design,3078414524,Canela,John,Artificial Intelligence,4.0,Fall-2018,Pakistan,Punjabi,Engineering,23,1.5,"New York, NY",Entry Business Systems Analyst,Course6
Fall-2017: DAV 6200 Data Product Design,4368660602,Robbins,Brian,Data Analytics and Visualization,3.15,Spring-2018,China,Mandarin,Mathematics,24,2.5,"Woodbridge, NJ",Data Architect I,Course7
Fall-2017: DAV 6200 Data Product Design,5588524536,Garcia,Debra,Artificial Intelligence,3.72,Fall-2017,China,Mandarin,Computer Science,32,11.0,"New York, NY",Entry Business Systems Analyst,Course12
Fall-2017: DAV 6200 Data Product Design,7593367099,Watson,Sylvia,Artificial Intelligence,3.7,Fall-2017,USA,Spanish,Other,33,11.0,"Woodbridge, NJ",Machine Learning Engineer,Course12
Fall-2017: DAV 6300 Special Topics,2389610439,Stokes,Virgil,Data Analytics and Visualization,3.56,Spring-2019,China,Mandarin,Computer Science,24,2.0,"Bridgeport, CT",Entry Business Systems Analyst,Course3
Fall-2017: DAV 6300 Special Topics,5784742934,Wheat,Emmanuel,Data Analytics and Visualization,3.4,Fall-2017,China,Cantonese,Computer Science,26,5.0,"New York, NY",UX Design Intern,Course10
Fall-2017: DAV 6400 Internship,7007065989,Chiarello,Jacqueline,Data Analytics and Visualization,2.58,Spring-2018,China,Wu,Mathematics,33,11.0,"New York, NY",Machine Learning Engineer,Course7
Fall-2017: DAV 6400 Internship,9052700276,Fontenot,Richard,Data Analytics and Visualization,3.26,Fall-2018,China,Mandarin,Computer Science,24,3.5,"San Francisco, CA",Database Administrator - Entry,Course5
Fall-2017: DAV 6400 Internship,9247834877,King,Vanessa,Artificial Intelligence,3.51,Fall-2018,Other,P,Mathematics,25,4.0,"New York, NY",Machine Learning Engineer,Course5
Fall-2017: DAV 6450 Independent Study,1313020897,Jones,Jose,Data Analytics and Visualization,3.88,Spring-2018,India,Malayalam,Other,23,2.5,"New York, NY",Data Architect I,Course7
Fall-2017: DAV 6450 Independent Study,4368660602,Robbins,Brian,Data Analytics and Visualization,3.15,Spring-2018,China,Mandarin,Mathematics,24,2.5,"Woodbridge, NJ",Data Architect I,Course8
Fall-2017: DAV 6450 Independent Study,6999427840,Vanalstyne,Tobi,Data Analytics and Visualization,3.45,Spring-2019,USA,English,Other,26,5.5,"New York, NY",Machine Learning Engineer,Course1
Fall-2017: DAV 6500 Capstone,1647493071,Cousins,Wayne,Data Analytics and Visualization,3.71,Fall-2017,China,Mandarin,Mathematics,23,2.5,"New York, NY",Big Data Architect,Course10
Fall-2017: DAV 6500 Capstone,4137997909,Quagliano,Junior,Data Analytics and Visualization,3.81,Spring-2019,Pakistan,Sindhi,Computer Science,25,3.5,"New York, NY",Entry Data Analyst,Course2
Fall-2017: DAV 6500 Capstone,4431701095,Clark,Cyril,Data Analytics and Visualization,2.89,Spring-2019,USA,English,Other,23,2.5,"New York, NY",Entry Business Systems Analyst,Course1
Fall-2017: DAV 6500 Capstone,6796236330,Burns,Mildred,Data Analytics and Visualization,3.81,Fall-2018,USA,English,Computer Science,23,1.5,"New York, NY",Data Scientist I,Course4
Fall-2017: DAV 6500 Capstone,8112831315,Hatter,Liz,Data Analytics and Visualization,2.95,Spring-2019,China,Mandarin,Computer Science,25,4.5,"Los Angeles, CA",Big Data Architect,Course2
Fall-2017: Data Acquisition and Management,3367596729,Thornton,Corey,Artificial Intelligence,3.73,Fall-2018,India,Hindi,Computer Science,25,3.0,"New York, NY",UX Design Intern,Course4
Fall-2017: Data Acquisition and Management,6981612896,Douglas,Ok,Artificial Intelligence,3.62,Fall-2018,USA,English,Engineering,23,2.5,"New York, NY",Entry Level Python Developer,Course4
Fall-2017: Data Visualization,2537654113,Fleming,Courtney,Data Analytics and Visualization,3.73,Spring-2019,USA,Spanish,Computer Science,23,1.5,"New York, NY",Entry Business Systems Analyst,Course3
Fall-2017: Data Visualization,3367596729,Thornton,Corey,Artificial Intelligence,3.73,Fall-2018,India,Hindi,Computer Science,25,3.0,"New York, NY",UX Design Intern,Course6
Fall-2017: Data Visualization,3850838904,Fisher,Fred,Data Analytics and Visualization,3.9,Spring-2019,USA,English,Computer Science,29,7.0,"New York, NY",Machine Learning Engineer,Course1
Fall-2017: Independent Study,1313020897,Jones,Jose,Data Analytics and Visualization,3.88,Spring-2018,India,Malayalam,Other,23,2.5,"New York, NY",Data Architect I,Course8
Fall-2017: Independent Study,3374693293,Farmer,Timothy,Data Analytics and Visualization,3.15,Spring-2018,Other,P,Other,23,2.5,"New York, NY",Big Data Architect,Course8
Fall-2017: Independent Study,7187559044,Pagan,Ashley,Data Analytics and Visualization,4.0,Fall-2018,Pakistan,Punjabi,Mathematics,24,2.0,"New York, NY",Machine Learning Engineer,Course5
Fall-2017: Internship,2537654113,Fleming,Courtney,Data Analytics and Visualization,3.73,Spring-2019,USA,Spanish,Computer Science,23,1.5,"New York, NY",Entry Business Systems Analyst,Course2
Fall-2017: MAN 5580 Project Management,1647493071,Cousins,Wayne,Data Analytics and Visualization,3.71,Fall-2017,China,Mandarin,Mathematics,23,2.5,"New York, NY",Big Data Architect,Course12
Fall-2017: MAN 5580 Project Management,6999427840,Vanalstyne,Tobi,Data Analytics and Visualization,3.45,Spring-2019,USA,English,Other,26,5.5,"New York, NY",Machine Learning Engineer,Course3
Fall-2017: MAN 5580 Project Management,7186511257,Anderson,Johnny,Data Analytics and Visualization,3.39,Fall-2018,India,Gujarati,Computer Science,33,11.5,"New York, NY",Machine Learning Engineer,Course5
Fall-2017: MAN 5580 Project Management,7650358264,Velazquez,Maira,Data Analytics and Visualization,3.84,Fall-2017,USA,English,Computer Science,28,6.0,"Chicago, IL",Big Data Architect,Course11
Fall-2017: Machine Learning,1864078434,Hogan,Raymond,Artificial Intelligence,3.5,Spring-2018,China,Cantonese,Computer Science,24,2.5,"New York, NY",Data Scientist I,Course8
Fall-2017: Machine Learning,3448118363,Latham,Edith,Artificial Intelligence,4.0,Spring-2019,Other,F,Mathematics,25,3.0,"New York, NY",Data Architect I,Course2
Fall-2017: Machine Learning,4325315064,Romero,Fabiola,Artificial Intelligence,3.69,Spring-2019,USA,English,Computer Science,28,7.0,"Woodbridge, NJ",Business Intelligence (BI) Developer,Course2
Fall-2017: Machine Learning,5588524536,Garcia,Debra,Artificial Intelligence,3.72,Fall-2017,China,Mandarin,Computer Science,32,11.0,"New York, NY",Entry Business Systems Analyst,Course11
Fall-2017: Natural Language Processing,5784742934,Wheat,Emmanuel,Data Analytics and Visualization,3.4,Fall-2017,China,Cantonese,Computer Science,26,5.0,"New York, NY",UX Design Intern,Course12
Fall-2017: Natural Language Processing,9247834877,King,Vanessa,Artificial Intelligence,3.51,Fall-2018,Other,P,Mathematics,25,4.0,"New York, NY",Machine Learning Engineer,Course4
Fall-2017: Numerical Methods,3448118363,Latham,Edith,Artificial Intelligence,4.0,Spring-2019,Other,F,Mathematics,25,3.0,"New York, NY",Data Architect I,Course1
Fall-2017: Numerical Methods,4172304209,Benincase,Edward,Artificial Intelligence,3.16,Spring-2018,China,Mandarin,Mathematics,25,3.5,"New York, NY",Database Administrator - Entry,Course9
Fall-2017: Numerical Methods,6699991667,Grant,Kristopher,Artificial Intelligence,3.48,Fall-2018,USA,English,Mathematics,27,6.0,"New York, NY",Entry Business Systems Analyst,Course4
Fall-2017: Numerical Methods,7593367099,Watson,Sylvia,Artificial Intelligence,3.7,Fall-2017,USA,Spanish,Other,33,11.0,"Woodbridge, NJ",Machine Learning Engineer,Course10
